eta_D,eta_H,d_cap,h_cap,best_Gini,n_feasible,Variant,Instance
0.01,0.0,1096.254909,885.698,,0,FULL,rc203_21
0.03,0.0,1117.962927,885.698,,0,FULL,rc203_21
0.05,0.0,1139.670945,885.698,0.0203,1,FULL,rc203_21
0.1,0.0,1193.9409900000003,885.698,0.0018,20,FULL,rc203_21
0.0,0.05,1085.4009,929.9829,,0,FULL,rc203_21
0.01,0.05,1096.254909,929.9829,0.035,1,FULL,rc203_21
0.03,0.05,1117.962927,929.9829,0.0011,48,FULL,rc203_21
0.05,0.05,1139.670945,929.9829,0.0007,106,FULL,rc203_21
0.1,0.05,1193.9409900000003,929.9829,0.0001,235,FULL,rc203_21
0.0,0.0,382.2226,676.3649,,0,FULL,rc204C15
0.01,0.0,386.044826,676.3649,,0,FULL,rc204C15
0.03,0.0,393.689278,676.3649,,0,FULL,rc204C15
0.05,0.0,401.33373,676.3649,0.0,4,FULL,rc204C15
0.1,0.0,420.44486,676.3649,0.0,4,FULL,rc204C15
0.0,0.05,382.2226,710.1831450000001,,0,FULL,rc204C15
0.01,0.05,386.044826,710.1831450000001,,0,FULL,rc204C15
0.03,0.05,393.689278,710.1831450000001,,0,FULL,rc204C15
0.05,0.05,401.33373,710.1831450000001,0.0,7,FULL,rc204C15
0.1,0.05,420.44486,710.1831450000001,0.0,12,FULL,rc204C15
0.0,0.0,176.394,758.0555,,0,FULL,rc204C5
0.01,0.0,178.15794,758.0555,,0,FULL,rc204C5
0.03,0.0,181.68582,758.0555,,0,FULL,rc204C5
0.05,0.0,185.21370000000002,758.0555,0.0,10,FULL,rc204C5
0.1,0.0,194.03340000000003,758.0555,0.0,10,FULL,rc204C5
0.0,0.05,176.394,795.9582750000001,0.0,10,FULL,rc204C5
0.01,0.05,178.15794,795.9582750000001,0.0,10,FULL,rc204C5
0.03,0.05,181.68582,795.9582750000001,0.0,10,FULL,rc204C5
0.05,0.05,185.21370000000002,795.9582750000001,0.0,20,FULL,rc204C5
0.1,0.05,194.03340000000003,795.9582750000001,0.0,20,FULL,rc204C5
0.0,0.0,892.2999,839.4786,,0,FULL,rc204_21
0.01,0.0,901.222899,839.4786,,0,FULL,rc204_21
0.03,0.0,919.068897,839.4786,,0,FULL,rc204_21
0.05,0.0,936.914895,839.4786,,0,FULL,rc204_21
0.1,0.0,981.52989,839.4786,,0,FULL,rc204_21
0.0,0.05,892.2999,881.45253,,0,FULL,rc204_21
0.01,0.05,901.222899,881.45253,,0,FULL,rc204_21
0.03,0.05,919.068897,881.45253,0.0927,5,FULL,rc204_21
0.05,0.05,936.914895,881.45253,0.0761,9,FULL,rc204_21
0.1,0.05,981.52989,881.45253,0.0009,95,FULL,rc204_21
0.0,0.0,325.9774,656.2938,,0,FULL,rc205C10
0.01,0.0,329.237174,656.2938,,0,FULL,rc205C10
0.03,0.0,335.756722,656.2938,,0,FULL,rc205C10
0.05,0.0,342.27627,656.2938,,0,FULL,rc205C10
0.1,0.0,358.57514000000003,656.2938,0.1764,9,FULL,rc205C10
0.0,0.05,325.9774,689.1084900000001,0.1291,10,FULL,rc205C10
0.01,0.05,329.237174,689.1084900000001,0.1291,10,FULL,rc205C10
0.03,0.05,335.756722,689.1084900000001,0.0848,30,FULL,rc205C10
0.05,0.05,342.27627,689.1084900000001,0.0848,30,FULL,rc205C10
0.1,0.05,358.57514000000003,689.1084900000001,0.029,69,FULL,rc205C10
0.0,0.0,1177.1917,888.1664,,0,FULL,rc205_21
0.01,0.0,1188.963617,888.1664,,0,FULL,rc205_21
0.03,0.0,1212.5074510000002,888.1664,,0,FULL,rc205_21
0.05,0.0,1236.0512850000002,888.1664,0.0012,2,FULL,rc205_21
0.1,0.0,1294.9108700000002,888.1664,0.0012,20,FULL,rc205_21
0.0,0.05,1177.1917,932.57472,,0,FULL,rc205_21
0.01,0.05,1188.963617,932.57472,0.0321,7,FULL,rc205_21
0.03,0.05,1212.5074510000002,932.57472,0.0118,32,FULL,rc205_21
0.05,0.05,1236.0512850000002,932.57472,0.0006,90,FULL,rc205_21
0.1,0.05,1294.9108700000002,932.57472,0.0006,182,FULL,rc205_21
0.0,0.0,1099.032,818.8112,,0,FULL,rc206_21
0.01,0.0,1110.02232,818.8112,,0,FULL,rc206_21
0.03,0.0,1132.00296,818.8112,,0,FULL,rc206_21
0.05,0.0,1153.9836,818.8112,,0,FULL,rc206_21
0.1,0.0,1208.9352000000001,818.8112,,0,FULL,rc206_21
0.0,0.05,1099.032,859.75176,,0,FULL,rc206_21
0.01,0.05,1110.02232,859.75176,,0,FULL,rc206_21
0.03,0.05,1132.00296,859.75176,,0,FULL,rc206_21
0.05,0.05,1153.9836,859.75176,,0,FULL,rc206_21
0.1,0.05,1208.9352000000001,859.75176,0.0096,34,FULL,rc206_21
0.0,0.0,996.624,828.7634,,0,FULL,rc207_21
0.01,0.0,1006.59024,828.7634,,0,FULL,rc207_21
0.03,0.0,1026.5227200000002,828.7634,,0,FULL,rc207_21
0.05,0.0,1046.4552,828.7634,,0,FULL,rc207_21
0.1,0.0,1096.2864000000002,828.7634,,0,FULL,rc207_21
0.0,0.05,996.624,870.2015700000001,,0,FULL,rc207_21
0.01,0.05,1006.59024,870.2015700000001,,0,FULL,rc207_21
0.03,0.05,1026.5227200000002,870.2015700000001,,0,FULL,rc207_21
0.05,0.05,1046.4552,870.2015700000001,0.0043,10,FULL,rc207_21
0.1,0.05,1096.2864000000002,870.2015700000001,0.0005,70,FULL,rc207_21
0.0,0.0,167.9835,406.0384,0.0,10,FULL,rc208C5
0.01,0.0,169.663335,406.0384,0.0,10,FULL,rc208C5
0.03,0.0,173.02300499999998,406.0384,0.0,10,FULL,rc208C5
0.05,0.0,176.382675,406.0384,0.0,10,FULL,rc208C5
0.1,0.0,184.78185000000002,406.0384,0.0,10,FULL,rc208C5
0.0,0.05,167.9835,426.34032,0.0,10,FULL,rc208C5
0.01,0.05,169.663335,426.34032,0.0,10,FULL,rc208C5
0.03,0.05,173.02300499999998,426.34032,0.0,10,FULL,rc208C5
0.05,0.05,176.382675,426.34032,0.0,10,FULL,rc208C5
0.1,0.05,184.78185000000002,426.34032,0.0,10,FULL,rc208C5
0.0,0.0,837.6624,744.7378,,0,FULL,rc208_21
0.01,0.0,846.039024,744.7378,,0,FULL,rc208_21
0.03,0.0,862.792272,744.7378,,0,FULL,rc208_21
0.05,0.0,879.5455200000001,744.7378,,0,FULL,rc208_21
0.1,0.0,921.4286400000001,744.7378,,0,FULL,rc208_21
0.0,0.05,837.6624,781.97469,,0,FULL,rc208_21
0.01,0.05,846.039024,781.97469,,0,FULL,rc208_21
0.03,0.05,862.792272,781.97469,,0,FULL,rc208_21
0.05,0.05,879.5455200000001,781.97469,,0,FULL,rc208_21
0.1,0.05,921.4286400000001,781.97469,0.0042,22,FULL,rc208_21
0.0,0.0,388.2454,1162.8058,0.1288,2,No-EQ,c101C10
0.01,0.0,392.127854,1162.8058,0.1238,6,No-EQ,c101C10
0.03,0.0,399.892762,1162.8058,0.1238,6,No-EQ,c101C10
0.05,0.0,407.65767000000005,1162.8058,0.0441,10,No-EQ,c101C10
0.1,0.0,427.06994000000003,1162.8058,0.0441,10,No-EQ,c101C10
0.0,0.05,388.2454,1220.9460900000001,0.1288,2,No-EQ,c101C10
0.01,0.05,392.127854,1220.9460900000001,0.1238,6,No-EQ,c101C10
0.03,0.05,399.892762,1220.9460900000001,0.1238,6,No-EQ,c101C10
0.05,0.05,407.65767000000005,1220.9460900000001,0.0441,14,No-EQ,c101C10
0.1,0.05,427.06994000000003,1220.9460900000001,0.0441,14,No-EQ,c101C10
0.0,0.0,257.7475,872.0789,0.1181,10,No-EQ,c101C5
0.01,0.0,260.324975,872.0789,0.1181,10,No-EQ,c101C5
0.03,0.0,265.47992500000004,872.0789,0.1181,10,No-EQ,c101C5
0.05,0.0,270.634875,872.0789,0.1181,10,No-EQ,c101C5
0.1,0.0,283.52225000000004,872.0789,0.1181,10,No-EQ,c101C5
0.0,0.05,257.7475,915.682845,0.1181,10,No-EQ,c101C5
0.01,0.05,260.324975,915.682845,0.1181,10,No-EQ,c101C5
0.03,0.05,265.47992500000004,915.682845,0.1181,10,No-EQ,c101C5
0.05,0.05,270.634875,915.682845,0.1181,10,No-EQ,c101C5
0.1,0.05,283.52225000000004,915.682845,0.1181,10,No-EQ,c101C5
0.0,0.0,1043.4548,1174.5529,,0,No-EQ,c101_21
0.01,0.0,1053.889348,1174.5529,,0,No-EQ,c101_21
0.03,0.0,1074.758444,1174.5529,0.0707,9,No-EQ,c101_21
0.05,0.0,1095.62754,1174.5529,0.0707,10,No-EQ,c101_21
0.1,0.0,1147.8002800000002,1174.5529,0.0707,10,No-EQ,c101_21
0.0,0.05,1043.4548,1233.2805449999998,0.1078,1,No-EQ,c101_21
0.01,0.05,1053.889348,1233.2805449999998,0.0749,15,No-EQ,c101_21
0.03,0.05,1074.758444,1233.2805449999998,0.0707,25,No-EQ,c101_21
0.05,0.05,1095.62754,1233.2805449999998,0.0707,26,No-EQ,c101_21
0.1,0.05,1147.8002800000002,1233.2805449999998,0.0707,26,No-EQ,c101_21
0.0,0.0,1037.1225,1174.5529,,0,No-EQ,c102_21
0.01,0.0,1047.493725,1174.5529,,0,No-EQ,c102_21
0.03,0.0,1068.236175,1174.5529,0.0472,2,No-EQ,c102_21
0.05,0.0,1088.978625,1174.5529,0.0472,3,No-EQ,c102_21
0.1,0.0,1140.83475,1174.5529,0.0472,7,No-EQ,c102_21
0.0,0.05,1037.1225,1233.2805449999998,0.0652,1,No-EQ,c102_21
0.01,0.05,1047.493725,1233.2805449999998,0.061,11,No-EQ,c102_21
0.03,0.05,1068.236175,1233.2805449999998,0.0472,33,No-EQ,c102_21
0.05,0.05,1088.978625,1233.2805449999998,0.0471,41,No-EQ,c102_21
0.1,0.05,1140.83475,1233.2805449999998,0.0264,55,No-EQ,c102_21
0.0,0.0,374.4278,1162.8058,,0,No-EQ,c103C15
0.01,0.0,378.172078,1162.8058,0.1482,2,No-EQ,c103C15
0.03,0.0,385.660634,1162.8058,0.0788,10,No-EQ,c103C15
0.05,0.0,393.14919000000003,1162.8058,0.0788,10,No-EQ,c103C15
0.1,0.0,411.87058,1162.8058,0.0788,10,No-EQ,c103C15
0.0,0.05,374.4278,1220.9460900000001,,0,No-EQ,c103C15
0.01,0.05,378.172078,1220.9460900000001,0.1044,8,No-EQ,c103C15
0.03,0.05,385.660634,1220.9460900000001,0.0788,16,No-EQ,c103C15
0.05,0.05,393.14919000000003,1220.9460900000001,0.0788,16,No-EQ,c103C15
0.1,0.05,411.87058,1220.9460900000001,0.0788,16,No-EQ,c103C15
0.0,0.0,175.3692,1114.0,,0,No-EQ,c103C5
0.01,0.0,177.122892,1114.0,0.0,10,No-EQ,c103C5
0.03,0.0,180.630276,1114.0,0.0,10,No-EQ,c103C5
0.05,0.0,184.13766,1114.0,0.0,10,No-EQ,c103C5
0.1,0.0,192.90612000000002,1114.0,0.0,10,No-EQ,c103C5
0.0,0.05,175.3692,1169.7,,0,No-EQ,c103C5
0.01,0.05,177.122892,1169.7,0.0,10,No-EQ,c103C5
0.03,0.05,180.630276,1169.7,0.0,10,No-EQ,c103C5
0.05,0.05,184.13766,1169.7,0.0,10,No-EQ,c103C5
0.1,0.05,192.90612000000002,1169.7,0.0,10,No-EQ,c103C5
0.0,0.0,273.9312,832.7295,,0,No-EQ,c104C10
0.01,0.0,276.670512,832.7295,,0,No-EQ,c104C10
0.03,0.0,282.149136,832.7295,,0,No-EQ,c104C10
0.05,0.0,287.62776,832.7295,,0,No-EQ,c104C10
0.1,0.0,301.32432,832.7295,0.0027,9,No-EQ,c104C10
0.0,0.05,273.9312,874.365975,,0,No-EQ,c104C10
0.01,0.05,276.670512,874.365975,,0,No-EQ,c104C10
0.03,0.05,282.149136,874.365975,,0,No-EQ,c104C10
0.05,0.05,287.62776,874.365975,,0,No-EQ,c104C10
0.1,0.05,301.32432,874.365975,0.0027,20,No-EQ,c104C10
0.0,0.0,895.6013,1165.1108,,0,No-EQ,c104_21
0.01,0.0,904.557313,1165.1108,,0,No-EQ,c104_21
0.03,0.0,922.4693390000001,1165.1108,,0,No-EQ,c104_21
0.05,0.0,940.3813650000001,1165.1108,0.0359,1,No-EQ,c104_21
0.1,0.0,985.1614300000001,1165.1108,0.0227,2,No-EQ,c104_21
0.0,0.05,895.6013,1223.36634,,0,No-EQ,c104_21
0.01,0.05,904.557313,1223.36634,0.033,1,No-EQ,c104_21
0.03,0.05,922.4693390000001,1223.36634,0.0297,19,No-EQ,c104_21
0.05,0.05,940.3813650000001,1223.36634,0.0297,24,No-EQ,c104_21
0.1,0.05,985.1614300000001,1223.36634,0.0227,28,No-EQ,c104_21
0.0,0.0,1052.1882,1118.4191,,0,No-EQ,c105_21
0.01,0.0,1062.710082,1118.4191,,0,No-EQ,c105_21
0.03,0.0,1083.753846,1118.4191,,0,No-EQ,c105_21
0.05,0.0,1104.79761,1118.4191,,0,No-EQ,c105_21
0.1,0.0,1157.40702,1118.4191,0.035,1,No-EQ,c105_21
0.0,0.05,1052.1882,1174.3400550000001,,0,No-EQ,c105_21
0.01,0.05,1062.710082,1174.3400550000001,0.0542,1,No-EQ,c105_21
0.03,0.05,1083.753846,1174.3400550000001,0.0363,9,No-EQ,c105_21
0.05,0.05,1104.79761,1174.3400550000001,0.0315,17,No-EQ,c105_21
0.1,0.05,1157.40702,1174.3400550000001,0.0286,28,No-EQ,c105_21
0.0,0.0,275.1332,1063.5529,,0,No-EQ,c106C15
0.01,0.0,277.884532,1063.5529,,0,No-EQ,c106C15
0.03,0.0,283.387196,1063.5529,,0,No-EQ,c106C15
0.05,0.0,288.88986,1063.5529,,0,No-EQ,c106C15
0.1,0.0,302.64652,1063.5529,0.1589,10,No-EQ,c106C15
0.0,0.05,275.1332,1116.730545,0.2248,10,No-EQ,c106C15
0.01,0.05,277.884532,1116.730545,0.2248,10,No-EQ,c106C15
0.03,0.05,283.387196,1116.730545,0.2248,10,No-EQ,c106C15
0.05,0.05,288.88986,1116.730545,0.2248,10,No-EQ,c106C15
0.1,0.05,302.64652,1116.730545,0.1589,20,No-EQ,c106C15
0.0,0.0,1015.8785,1105.8149,,0,No-EQ,c106_21
0.01,0.0,1026.037285,1105.8149,,0,No-EQ,c106_21
0.03,0.0,1046.354855,1105.8149,,0,No-EQ,c106_21
0.05,0.0,1066.672425,1105.8149,,0,No-EQ,c106_21
0.1,0.0,1117.4663500000001,1105.8149,0.0384,1,No-EQ,c106_21
0.0,0.05,1015.8785,1161.105645,,0,No-EQ,c106_21
0.01,0.05,1026.037285,1161.105645,,0,No-EQ,c106_21
0.03,0.05,1046.354855,1161.105645,,0,No-EQ,c106_21
0.05,0.05,1066.672425,1161.105645,0.0523,5,No-EQ,c106_21
0.1,0.05,1117.4663500000001,1161.105645,0.0341,27,No-EQ,c106_21
0.0,0.0,1018.2819,1109.1108,,0,No-EQ,c107_21
0.01,0.0,1028.464719,1109.1108,,0,No-EQ,c107_21
0.03,0.0,1048.830357,1109.1108,,0,No-EQ,c107_21
0.05,0.0,1069.195995,1109.1108,,0,No-EQ,c107_21
0.1,0.0,1120.1100900000001,1109.1108,,0,No-EQ,c107_21
0.0,0.05,1018.2819,1164.56634,,0,No-EQ,c107_21
0.01,0.05,1028.464719,1164.56634,,0,No-EQ,c107_21
0.03,0.05,1048.830357,1164.56634,0.0521,5,No-EQ,c107_21
0.05,0.05,1069.195995,1164.56634,0.0291,39,No-EQ,c107_21
0.1,0.05,1120.1100900000001,1164.56634,0.0291,45,No-EQ,c107_21
0.0,0.0,1003.3857,1067.3286,,0,No-EQ,c108_21
0.01,0.0,1013.419557,1067.3286,,0,No-EQ,c108_21
0.03,0.0,1033.487271,1067.3286,,0,No-EQ,c108_21
0.05,0.0,1053.554985,1067.3286,,0,No-EQ,c108_21
0.1,0.0,1103.7242700000002,1067.3286,,0,No-EQ,c108_21
0.0,0.05,1003.3857,1120.69503,,0,No-EQ,c108_21
0.01,0.05,1013.419557,1120.69503,,0,No-EQ,c108_21
0.03,0.05,1033.487271,1120.69503,,0,No-EQ,c108_21
0.05,0.05,1053.554985,1120.69503,,0,No-EQ,c108_21
0.1,0.05,1103.7242700000002,1120.69503,0.0239,4,No-EQ,c108_21
0.0,0.0,956.403,1151.9732,,0,No-EQ,c109_21
0.01,0.0,965.96703,1151.9732,,0,No-EQ,c109_21
0.03,0.0,985.09509,1151.9732,,0,No-EQ,c109_21
0.05,0.0,1004.22315,1151.9732,,0,No-EQ,c109_21
0.1,0.0,1052.0433,1151.9732,,0,No-EQ,c109_21
0.0,0.05,956.403,1209.57186,,0,No-EQ,c109_21
0.01,0.05,965.96703,1209.57186,,0,No-EQ,c109_21
0.03,0.05,985.09509,1209.57186,,0,No-EQ,c109_21
0.05,0.05,1004.22315,1209.57186,,0,No-EQ,c109_21
0.1,0.05,1052.0433,1209.57186,0.0316,6,No-EQ,c109_21
0.0,0.0,629.9494,3229.6619,,0,No-EQ,c201_21
0.01,0.0,636.248894,3229.6619,,0,No-EQ,c201_21
0.03,0.0,648.847882,3229.6619,,0,No-EQ,c201_21
0.05,0.0,661.44687,3229.6619,0.1083,5,No-EQ,c201_21
0.1,0.0,692.94434,3229.6619,0.1083,10,No-EQ,c201_21
0.0,0.05,629.9494,3391.144995,0.1553,10,No-EQ,c201_21
0.01,0.05,636.248894,3391.144995,0.1553,10,No-EQ,c201_21
0.03,0.05,648.847882,3391.144995,0.1479,26,No-EQ,c201_21
0.05,0.05,661.44687,3391.144995,0.1083,38,No-EQ,c201_21
0.1,0.05,692.94434,3391.144995,0.1083,43,No-EQ,c201_21
0.0,0.0,304.0583,3030.0,0.0,9,No-EQ,c202C10
0.01,0.0,307.098883,3030.0,0.0,9,No-EQ,c202C10
0.03,0.0,313.180049,3030.0,0.0,10,No-EQ,c202C10
0.05,0.0,319.261215,3030.0,0.0,10,No-EQ,c202C10
0.1,0.0,334.46413,3030.0,0.0,10,No-EQ,c202C10
0.0,0.05,304.0583,3181.5,0.0,9,No-EQ,c202C10
0.01,0.05,307.098883,3181.5,0.0,9,No-EQ,c202C10
0.03,0.05,313.180049,3181.5,0.0,10,No-EQ,c202C10
0.05,0.05,319.261215,3181.5,0.0,10,No-EQ,c202C10
0.1,0.05,334.46413,3181.5,0.0,10,No-EQ,c202C10
0.0,0.0,397.2287,2939.1172,0.0799,10,No-EQ,c202C15
0.01,0.0,401.200987,2939.1172,0.0799,10,No-EQ,c202C15
0.03,0.0,409.145561,2939.1172,0.0799,10,No-EQ,c202C15
0.05,0.0,417.09013500000003,2939.1172,0.0799,10,No-EQ,c202C15
0.1,0.0,436.95157000000006,2939.1172,0.0799,10,No-EQ,c202C15
0.0,0.05,397.2287,3086.07306,0.0799,10,No-EQ,c202C15
0.01,0.05,401.200987,3086.07306,0.0799,10,No-EQ,c202C15
0.03,0.05,409.145561,3086.07306,0.0799,10,No-EQ,c202C15
0.05,0.05,417.09013500000003,3086.07306,0.0799,10,No-EQ,c202C15
0.1,0.05,436.95157000000006,3086.07306,0.0799,10,No-EQ,c202C15
0.0,0.0,629.9494,3229.6619,,0,No-EQ,c202_21
0.01,0.0,636.248894,3229.6619,,0,No-EQ,c202_21
0.03,0.0,648.847882,3229.6619,,0,No-EQ,c202_21
0.05,0.0,661.44687,3229.6619,0.1078,5,No-EQ,c202_21
0.1,0.0,692.94434,3229.6619,0.1078,9,No-EQ,c202_21
0.0,0.05,629.9494,3391.144995,0.1553,8,No-EQ,c202_21
0.01,0.05,636.248894,3391.144995,0.155,10,No-EQ,c202_21
0.03,0.05,648.847882,3391.144995,0.1479,24,No-EQ,c202_21
0.05,0.05,661.44687,3391.144995,0.1078,34,No-EQ,c202_21
0.1,0.05,692.94434,3391.144995,0.1078,38,No-EQ,c202_21
0.0,0.0,629.9494,3229.6619,,0,No-EQ,c203_21
0.01,0.0,636.248894,3229.6619,,0,No-EQ,c203_21
0.03,0.0,648.847882,3229.6619,0.1221,1,No-EQ,c203_21
0.05,0.0,661.44687,3229.6619,0.1113,6,No-EQ,c203_21
0.1,0.0,692.94434,3229.6619,0.0611,10,No-EQ,c203_21
0.0,0.05,629.9494,3391.144995,0.1553,6,No-EQ,c203_21
0.01,0.05,636.248894,3391.144995,0.155,9,No-EQ,c203_21
0.03,0.05,648.847882,3391.144995,0.1221,24,No-EQ,c203_21
0.05,0.05,661.44687,3391.144995,0.1113,33,No-EQ,c203_21
0.1,0.05,692.94434,3391.144995,0.0611,37,No-EQ,c203_21
0.0,0.0,629.9494,3229.6619,,0,No-EQ,c204_21
0.01,0.0,636.248894,3229.6619,,0,No-EQ,c204_21
0.03,0.0,648.847882,3229.6619,0.1098,6,No-EQ,c204_21
0.05,0.0,661.44687,3229.6619,0.1098,9,No-EQ,c204_21
0.1,0.0,692.94434,3229.6619,0.1098,10,No-EQ,c204_21
0.0,0.05,629.9494,3391.144995,0.1553,5,No-EQ,c204_21
0.01,0.05,636.248894,3391.144995,0.1553,9,No-EQ,c204_21
0.03,0.05,648.847882,3391.144995,0.1098,36,No-EQ,c204_21
0.05,0.05,661.44687,3391.144995,0.1098,42,No-EQ,c204_21
0.1,0.05,692.94434,3391.144995,0.1098,43,No-EQ,c204_21
0.0,0.0,228.2812,2739.5529,0.0603,10,No-EQ,c205C10
0.01,0.0,230.56401200000002,2739.5529,0.0603,10,No-EQ,c205C10
0.03,0.0,235.129636,2739.5529,0.0603,10,No-EQ,c205C10
0.05,0.0,239.69526000000002,2739.5529,0.0603,10,No-EQ,c205C10
0.1,0.0,251.10932000000003,2739.5529,0.0603,10,No-EQ,c205C10
0.0,0.05,228.2812,2876.530545,0.0603,10,No-EQ,c205C10
0.01,0.05,230.56401200000002,2876.530545,0.0603,10,No-EQ,c205C10
0.03,0.05,235.129636,2876.530545,0.0603,10,No-EQ,c205C10
0.05,0.05,239.69526000000002,2876.530545,0.0603,10,No-EQ,c205C10
0.1,0.05,251.10932000000003,2876.530545,0.0603,10,No-EQ,c205C10
0.0,0.0,629.9494,3069.6619,,0,No-EQ,c205_21
0.01,0.0,636.248894,3069.6619,,0,No-EQ,c205_21
0.03,0.0,648.847882,3069.6619,,0,No-EQ,c205_21
0.05,0.0,661.44687,3069.6619,,0,No-EQ,c205_21
0.1,0.0,692.94434,3069.6619,,0,No-EQ,c205_21
0.0,0.05,629.9494,3223.144995,,0,No-EQ,c205_21
0.01,0.05,636.248894,3223.144995,,0,No-EQ,c205_21
0.03,0.05,648.847882,3223.144995,0.1109,9,No-EQ,c205_21
0.05,0.05,661.44687,3223.144995,0.1101,14,No-EQ,c205_21
0.1,0.05,692.94434,3223.144995,0.0906,32,No-EQ,c205_21
0.0,0.0,242.5557,2200.0288,,0,No-EQ,c206C5
0.01,0.0,244.981257,2200.0288,,0,No-EQ,c206C5
0.03,0.0,249.832371,2200.0288,,0,No-EQ,c206C5
0.05,0.0,254.68348500000002,2200.0288,,0,No-EQ,c206C5
0.1,0.0,266.81127000000004,2200.0288,0.0,10,No-EQ,c206C5
0.0,0.05,242.5557,2310.03024,,0,No-EQ,c206C5
0.01,0.05,244.981257,2310.03024,,0,No-EQ,c206C5
0.03,0.05,249.832371,2310.03024,0.0,10,No-EQ,c206C5
0.05,0.05,254.68348500000002,2310.03024,0.0,10,No-EQ,c206C5
0.1,0.05,266.81127000000004,2310.03024,0.0,20,No-EQ,c206C5
0.0,0.0,629.9494,2909.1655,,0,No-EQ,c206_21
0.01,0.0,636.248894,2909.1655,,0,No-EQ,c206_21
0.03,0.0,648.847882,2909.1655,,0,No-EQ,c206_21
0.05,0.0,661.44687,2909.1655,,0,No-EQ,c206_21
0.1,0.0,692.94434,2909.1655,,0,No-EQ,c206_21
0.0,0.05,629.9494,3054.623775,,0,No-EQ,c206_21
0.01,0.05,636.248894,3054.623775,,0,No-EQ,c206_21
0.03,0.05,648.847882,3054.623775,,0,No-EQ,c206_21
0.05,0.05,661.44687,3054.623775,0.0813,7,No-EQ,c206_21
0.1,0.05,692.94434,3054.623775,0.0736,16,No-EQ,c206_21
0.0,0.0,629.9494,2906.1172,,0,No-EQ,c207_21
0.01,0.0,636.248894,2906.1172,,0,No-EQ,c207_21
0.03,0.0,648.847882,2906.1172,,0,No-EQ,c207_21
0.05,0.0,661.44687,2906.1172,,0,No-EQ,c207_21
0.1,0.0,692.94434,2906.1172,,0,No-EQ,c207_21
0.0,0.05,629.9494,3051.42306,,0,No-EQ,c207_21
0.01,0.05,636.248894,3051.42306,,0,No-EQ,c207_21
0.03,0.05,648.847882,3051.42306,0.0939,1,No-EQ,c207_21
0.05,0.05,661.44687,3051.42306,0.0803,16,No-EQ,c207_21
0.1,0.05,692.94434,3051.42306,0.0573,33,No-EQ,c207_21
0.0,0.0,300.5485,2839.8284,,0,No-EQ,c208C15
0.01,0.0,303.553985,2839.8284,,0,No-EQ,c208C15
0.03,0.0,309.564955,2839.8284,,0,No-EQ,c208C15
0.05,0.0,315.575925,2839.8284,,0,No-EQ,c208C15
0.1,0.0,330.60335000000003,2839.8284,0.1514,4,No-EQ,c208C15
0.0,0.05,300.5485,2981.81982,0.0509,10,No-EQ,c208C15
0.01,0.05,303.553985,2981.81982,0.0509,10,No-EQ,c208C15
0.03,0.05,309.564955,2981.81982,0.0509,10,No-EQ,c208C15
0.05,0.05,315.575925,2981.81982,0.0509,10,No-EQ,c208C15
0.1,0.05,330.60335000000003,2981.81982,0.0509,23,No-EQ,c208C15
0.0,0.0,158.4807,1920.4024,,0,No-EQ,c208C5
0.01,0.0,160.06550700000003,1920.4024,,0,No-EQ,c208C5
0.03,0.0,163.23512100000002,1920.4024,,0,No-EQ,c208C5
0.05,0.0,166.40473500000002,1920.4024,0.0,10,No-EQ,c208C5
0.1,0.0,174.32877000000002,1920.4024,0.0,10,No-EQ,c208C5
0.0,0.05,158.4807,2016.42252,,0,No-EQ,c208C5
0.01,0.05,160.06550700000003,2016.42252,,0,No-EQ,c208C5
0.03,0.05,163.23512100000002,2016.42252,,0,No-EQ,c208C5
0.05,0.05,166.40473500000002,2016.42252,0.0,10,No-EQ,c208C5
0.1,0.05,174.32877000000002,2016.42252,0.0,10,No-EQ,c208C5
0.0,0.0,629.9494,2839.8284,,0,No-EQ,c208_21
0.01,0.0,636.248894,2839.8284,,0,No-EQ,c208_21
0.03,0.0,648.847882,2839.8284,,0,No-EQ,c208_21
0.05,0.0,661.44687,2839.8284,,0,No-EQ,c208_21
0.1,0.0,692.94434,2839.8284,,0,No-EQ,c208_21
0.0,0.05,629.9494,2981.81982,,0,No-EQ,c208_21
0.01,0.05,636.248894,2981.81982,,0,No-EQ,c208_21
0.03,0.05,648.847882,2981.81982,,0,No-EQ,c208_21
0.05,0.05,661.44687,2981.81982,0.0737,4,No-EQ,c208_21
0.1,0.05,692.94434,2981.81982,0.0527,27,No-EQ,c208_21
0.0,0.0,1615.8395,221.0502,,0,No-EQ,r101_21
0.01,0.0,1631.997895,221.0502,,0,No-EQ,r101_21
0.03,0.0,1664.314685,221.0502,,0,No-EQ,r101_21
0.05,0.0,1696.6314750000001,221.0502,,0,No-EQ,r101_21
0.1,0.0,1777.4234500000002,221.0502,,0,No-EQ,r101_21
0.0,0.05,1615.8395,232.10271,,0,No-EQ,r101_21
0.01,0.05,1631.997895,232.10271,0.1192,5,No-EQ,r101_21
0.03,0.05,1664.314685,232.10271,0.1054,16,No-EQ,r101_21
0.05,0.05,1696.6314750000001,232.10271,0.0957,19,No-EQ,r101_21
0.1,0.05,1777.4234500000002,232.10271,0.083,24,No-EQ,r101_21
0.0,0.0,262.9248,202.0,0.1856,10,No-EQ,r102C10
0.01,0.0,265.554048,202.0,0.1856,10,No-EQ,r102C10
